competitor,source_list,source_item,source_page,location,reference_name,category,classification_confidence,agrix_potential,note,evidence_status,known_maticni_broj,known_activity_code,known_status,external_financial_year,external_revenue_rsd,external_employees,priority_tier,apr_match_scope,apr_match_status,match_method,match_score,match_margin,core_name_exact,core_name_subset,distinctive_shared_tokens,location_match_score,reference_core_name,candidate_core_name,unmatched_reason,candidate_apr_maticni_broj,candidate_apr_naziv,candidate_apr_sifra_delatnosti,candidate_apr_status,candidate_apr_financial_year,candidate_apr_prihod_rsd,candidate_apr_zaposleni,candidate_apr_opstina,apr_maticni_broj,apr_naziv,apr_sifra_delatnosti,apr_status,apr_financial_year,apr_prihod_rsd,apr_zaposleni,apr_opstina,wide_match_scope,wide_match_status,wide_match_method,wide_match_score,wide_match_margin,wide_candidate_count,wide_core_name_exact,wide_core_name_subset,wide_distinctive_shared_tokens,wide_location_match_score,wide_reference_core_name,wide_candidate_core_name,wide_unmatched_reason,wide_maticni_broj,wide_naziv,wide_sifra_delatnosti,wide_status,wide_opstina,wide_datum_osnivanja,wide_financial_year,wide_prihod_rsd,wide_employees,wide_found_financials,wide_poslovna_imovina_rsd,wide_kapital_rsd,wide_gubitak_rsd,wide_neto_dobitak_rsd,wide_neto_gubitak_rsd,source_reference_names,source_reference_count,source_categories,process_fit_status,process_fit_reason,active_legal_entity,revenue_score,employee_score,region_score,fit_score,identity_score,target_score,readiness_rank,sales_readiness
INFOSYS,Infosys referentna lista — agro i prehrambene firme,777,4,Smederevo,MALUS JABUKA DOO UDOVICE,"Voće, povrće i hladnjače",Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.3843,0.0243,False,False,1,0.0,malus jabuka udovice,ds frukty udovice,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,22093266,DS FRUKTY DOO UDOVICE,4631,Активан,2025.0,4039000.0,2.0,СМЕДЕРЕВО,,,,,,,,,APR all registered activity codes,matched,wide_exact_core_name_location,1.0,0.4292,1059,True,True,3,1.0,malus jabuka udovice,malus jabuka udovice,,17363921,"MALUS JABUKA DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIZVODNJU TRGOVINU I USLUGE, UDOVICE",6920,Активан,СМЕДЕРЕВО,2001-09-04,2025,7315000,3,True,1884000.0,1432000.0,0.0,105000.0,0.0,MALUS JABUKA DOO UDOVICE,1,"Voće, povrće i hladnjače",strong_candidate_needs_process_check,"Naziv/reference signal je jak, ali APR šifra ne dokazuje otkup.",True,3,8,0,28,10,49,2,process_validation_first
INFOSYS,Infosys referentna lista — agro i prehrambene firme,20,1,Bajina Bašta,MLEKARA SPASOJEVIC DOO,Mlekarstvo,Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,B,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.3254,0.0028,False,False,0,0.7,mlekara spasojevic,radovanovic,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,21919594,RADOVANOVIĆ COMPANY DOO BAJINA BAŠTA,1039,Активан,2025.0,50925000.0,0.0,БАЈИНА БАШТА,,,,,,,,,APR all registered activity codes,matched,wide_core_subset_location,0.7612,0.3592,223,False,True,1,1.0,mlekara spasojevic,proizvodno prometno usluzno mlekara spasojevic,,17479270,"PROIZVODNO, PROMETNO I USLUŽNO PREDUZEĆE MLEKARA SPASOJEVIĆ DOO BAJINA BAŠTA",1051,Активан,БАЈИНА БАШТА,2003-03-01,2025,992450000,70,True,371695000.0,290525000.0,0.0,33046000.0,0.0,MLEKARA SPASOJEVIC DOO,1,Mlekarstvo,adjacent_discovery,Mlekarstvo je potvrđeno; AgriX fit zahteva zaseban discovery.,True,18,8,8,12,10,56,3,adjacent_discovery_only
INFOSYS,Infosys referentna lista — agro i prehrambene firme,224,1,Čačak,"DOO MTM SIRELA CACAK, PRELJINA",Mlekarstvo,Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,B,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.3058,0.0125,False,False,1,0.0,mtm sirela preljina,mija gold fruit preljina,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,20953233,MIJA GOLD FRUIT DOO PRELJINA,4631,Активан,2025.0,144090000.0,13.0,ЧАЧАК,,,,,,,,,APR all registered activity codes,matched,wide_exact_core_name_location,1.0,0.4414,1844,True,True,2,1.0,mtm sirela preljina,mtm sirela preljina,,07361106,"DOO ZA PROIZVODNJU I PROMET MTM SIRELA ČAČAK, PRELJINA",1089,Активан,ЧАЧАК,1989-07-28,2025,300293000,31,True,211669000.0,108124000.0,0.0,10161000.0,0.0,"DOO MTM SIRELA CACAK, PRELJINA",1,Mlekarstvo,adjacent_discovery,"Infosys mlekarstvo je adjacent segment, ne automatski Enterprise target.",True,18,8,8,12,10,56,3,adjacent_discovery_only
INFOSYS,Infosys referentna lista — agro i prehrambene firme,8,1,Arilje,MLEKARA MORAVICA DOO ARILJE,Mlekarstvo,Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,B,APR activity codes 1039/4631 only,matched,core_name_subset_location,0.8073,0.4692,False,True,1,0.7,mlekara moravica,moravica,,07635826,"PREDUZEĆE ZA PROIZVODNJU, PROMET I USLUGE MORAVICA DOO, ARILJE",1039,Активан,2025.0,124165000.0,13.0,АРИЉЕ,07635826,"PREDUZEĆE ZA PROIZVODNJU, PROMET I USLUGE MORAVICA DOO, ARILJE",1039,Активан,2025.0,124165000.0,13.0,АРИЉЕ,APR all registered activity codes,matched,preserved_confirmed_narrow_match,1.0,1.0,1,True,True,1,1.0,,,,07635826,"PREDUZEĆE ZA PROIZVODNJU, PROMET I USLUGE MORAVICA DOO, ARILJE",1039,Активан,АРИЉЕ,1991-03-29,2025,124165000,13,True,162611000.0,105655000.0,0.0,3542000.0,0.0,MLEKARA MORAVICA DOO ARILJE | MORAVICA DOO,2,Mlekarstvo,adjacent_discovery,"Infosys mlekarstvo je adjacent segment, ne automatski Enterprise target.",True,18,8,8,12,10,56,3,adjacent_discovery_only
INFOSYS,Infosys referentna lista — agro i prehrambene firme,401,2,Gornji Milanovac,MLEKARA SUVOBOR DOO PRANJANI,Mlekarstvo,Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,B,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.3035,0.04,False,False,0,0.7,mlekara suvobor pranjani,aleksandar bobica,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,22108409,Aleksandar bobica doo Gornji Milanovac,4631,Активан,2025.0,62134000.0,1.0,ГОРЊИ МИЛАНОВАЦ,,,,,,,,,APR all registered activity codes,matched,wide_exact_core_name_location,1.0,0.5089,486,True,True,2,1.0,mlekara suvobor pranjani,mlekara suvobor pranjani,,21377252,МЛЕКАРА СУВОБОР ДОО ПРАЊАНИ,1051,Активан,ГОРЊИ МИЛАНОВАЦ,2018-04-12,2025,233692000,36,True,97853000.0,19090000.0,0.0,5790000.0,0.0,MLEKARA SUVOBOR DOO PRANJANI,1,Mlekarstvo,adjacent_discovery,Mlekarstvo je potvrđeno; AgriX fit zahteva zaseban discovery.,True,18,8,0,12,10,48,3,adjacent_discovery_only
INFOSYS,Infosys referentna lista — agro i prehrambene firme,503,2,Kragujevac,MEGGLE SRBIJA DOO,Mlekarstvo,Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,B,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.2857,0.0112,False,False,0,0.0,meggle srbija,makbel subotica,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,20134402,MAKBEL DOO SUBOTICA,4631,Активан,2025.0,42053000.0,4.0,СУБОТИЦА,,,,,,,,,APR all registered activity codes,matched,wide_exact_core_name_location,1.0,0.2942,2102,True,True,2,1.0,meggle srbija,meggle srbija,,07150512,MEGGLE SRBIJA DOO KRAGUJEVAC,1051,Активан,КРАГУЈЕВАЦ,1998-05-22,2025,5738151000,118,True,2275147000.0,252160000.0,1321931000.0,0.0,7229000.0,MEGGLE SRBIJA DOO,1,Mlekarstvo,adjacent_discovery,Mlekarstvo je potvrđeno; AgriX fit zahteva zaseban discovery.,True,15,6,0,12,10,43,3,adjacent_discovery_only
INFOSYS,Infosys referentna lista — agro i prehrambene firme,292,2,Čačak,MILKOM TRADE DOO CACAK,Mlekarstvo,Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,B,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.5318,0.1402,False,False,0,0.7,milkom trade,tomic trade,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,07869908,"PRIVREDNO DRUŠTVO ZA PROIZVODNJU PROMET I USLUGE TOMIĆ-TRADE DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU, ČAČAK",4631,Активан,2025.0,4204000.0,1.0,ЧАЧАК,,,,,,,,,APR all registered activity codes,matched,wide_core_subset_location,0.7891,0.0657,1848,False,True,1,1.0,milkom trade,unutrasnju spoljnu milkom trade,,06167047,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA UNUTRAŠNJU I SPOLJNU TRGOVINU MILKOM TRADE, ČAČAK",4617,Активан,ЧАЧАК,1992-08-31,2025,18835000,2,True,18140000.0,17112000.0,0.0,271000.0,0.0,MILKOM TRADE DOO CACAK,1,Mlekarstvo,adjacent_discovery,"Infosys mlekarstvo je adjacent segment, ne automatski Enterprise target.",True,8,4,8,12,10,42,3,adjacent_discovery_only
INFOSYS,Infosys referentna lista — agro i prehrambene firme,773,4,Sjenica,MLEKARA FASS DOO SJENICA,Mlekarstvo,Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,B,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.25,0.0,False,False,0,0.0,mlekara fass,nandra vrbas,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,20115963,NANDRA DOO VRBAS,1039,Активан,2025.0,606224000.0,20.0,ВРБАС,,,,,,,,,APR all registered activity codes,matched,wide_core_subset_location,0.96,0.5317,150,False,True,1,1.0,mlekara fass,mleka mlekara fass,,20200596,DRUŠTVO ZA PROIZVODNJU MLEKA MLEKARA FASS DOO SJENICA,1051,Активан,СЈЕНИЦА,2006-08-29,2024,49072000,7,True,53118000.0,22137000.0,649000.0,694000.0,0.0,MLEKARA FASS DOO SJENICA,1,Mlekarstvo,adjacent_discovery,Mlekarstvo je potvrđeno; AgriX fit zahteva zaseban discovery.,True,8,8,0,12,10,38,3,adjacent_discovery_only
INFOSYS,Infosys referentna lista — agro i prehrambene firme,801,4,Užice,AGRO-SUNCOKRET DOO UZICE,Poljoprivreda i kooperative,Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,matched,exact_core_name_location,1.0,0.5551,True,True,1,0.7,agro suncokret,agro suncokret,,20724064,"TRGOVINSKO PREDUZEĆE AGRO-SUNCOKRET DOO, UŽICE",1039,Активан,2025.0,813105000.0,18.0,УЖИЦЕ,20724064,"TRGOVINSKO PREDUZEĆE AGRO-SUNCOKRET DOO, UŽICE",1039,Активан,2025.0,813105000.0,18.0,УЖИЦЕ,APR all registered activity codes,matched,preserved_confirmed_narrow_match,1.0,1.0,1,True,True,1,1.0,,,,20724064,"TRGOVINSKO PREDUZEĆE AGRO-SUNCOKRET DOO, UŽICE",1039,Активан,УЖИЦЕ,2011-03-29,2025,813105000,18,True,496911000.0,481050000.0,0.0,28397000.0,0.0,AGRO-SUNCOKRET DOO UZICE,1,Poljoprivreda i kooperative,conflicting_or_weak_evidence,APR delatnost ne potvrđuje kooperaciju ili otkup.,True,18,8,8,0,10,44,4,hold_until_process_proven
INFOSYS,Infosys referentna lista — agro i prehrambene firme,441,2,Kosjerić,DOO SOFRONIJEVIC KOSJERIC,Poljoprivreda i kooperative,Potrebna provera,Visok,"Naziv ili lokacija ukazuju na moguću agro/prehrambenu delatnost, ali lista ne navodi šifru delatnosti.",user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.2857,0.019,False,False,0,0.0,sofronijevic,eko frutini kostojevici,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,20049928,EKO FRUTINI DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU KOSTOJEVIĆI,1039,Активан,2025.0,387123000.0,16.0,БАЈИНА БАШТА,,,,,,,,,APR all registered activity codes,matched,wide_core_subset_location,0.91,0.5307,87,False,True,1,1.0,sofronijevic,sofronijevic varos,,20226447,DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU SOFRONIJEVIĆ KOSJERIĆ (VAROŠ),4211,Активан,КОСЈЕРИЋ,2006-12-04,2025,345955000,31,True,515061000.0,388624000.0,0.0,62495000.0,0.0,DOO SOFRONIJEVIC KOSJERIC,1,Poljoprivreda i kooperative,conflicting_or_weak_evidence,APR delatnost ne potvrđuje kooperaciju ili otkup.,True,18,8,8,0,10,44,4,hold_until_process_proven
INFOSYS,Infosys referentna lista — agro i prehrambene firme,607,3,Mrčajevci,DOO AGRO PREMIJA,Poljoprivreda i kooperative,Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.4333,0.0152,False,False,0,0.0,agro premija,agro vita,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,17432494,PREDUZEĆE AGRO-VITA DOO UŽICE,1039,Активан,2025.0,574000.0,0.0,УЖИЦЕ,,,,,,,,,APR all registered activity codes,matched,wide_exact_core_name_location,1.0,0.2416,8,True,True,1,0.7,agro premija,agro premija,,20195860,DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA TRGOVINU I USLUGE AGRO PREMIJA MRČAJEVCI,4729,Активан,ЧАЧАК,2006-08-10,2025,246527000,8,True,45648000.0,40435000.0,0.0,19562000.0,0.0,DOO AGRO PREMIJA,1,Poljoprivreda i kooperative,conflicting_or_weak_evidence,APR delatnost ne potvrđuje kooperaciju ili otkup.,True,18,8,8,0,10,44,4,hold_until_process_proven
INFOSYS,Infosys referentna lista — agro i prehrambene firme,387,2,Čajetina,ZLATIBORSKI EKO AGRAR DOO,Poljoprivreda i kooperative,Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.3607,0.0276,False,False,1,0.0,zlatiborski eko agrar,mambikom agrar,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,20859474,MAMBIKOM AGRAR d.o.o. Beograd-Novi Beograd,1039,Активан,2025.0,1633299000.0,36.0,НОВИ БЕОГРАД,,,,,,,,,APR all registered activity codes,matched,wide_core_subset_location,0.8733,0.1333,696,False,True,2,1.0,zlatiborski eko agrar,razvoj poljoprivrede zlatiborski eko agrar,,20766603,PRIVREDNO DRUŠTVO ZA RAZVOJ POLJOPRIVREDE ZLATIBORSKI EKO AGRAR DOO ČAJETINA,7022,Активан,ЧАЈЕТИНА,2011-07-13,2025,243045000,33,True,172237000.0,153229000.0,0.0,14537000.0,0.0,ZLATIBORSKI EKO AGRAR DOO,1,Poljoprivreda i kooperative,conflicting_or_weak_evidence,APR delatnost ne potvrđuje kooperaciju ili otkup.,True,18,8,8,0,10,44,4,hold_until_process_proven
INFOSYS,Infosys referentna lista — agro i prehrambene firme,679,3,Požega,"DRIM DOO POZEGA, RASNA","Voće, povrće i hladnjače",Potrebna provera,Visok,"Naziv ili lokacija ukazuju na moguću agro/prehrambenu delatnost, ali lista ne navodi šifru delatnosti.",user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.3043,0.0186,False,False,0,0.0,drim rasna,rismen vracar,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,17419293,"PREDUZEĆE ZA PROIZVODNJU, TRGOVINU I USLUGE RISMEN DOO, BEOGRAD (VRAČAR)",4631,Активан,2025.0,408831000.0,4.0,ВРАЧАР,,,,,,,,,APR all registered activity codes,matched,wide_core_subset_location,0.6883,0.2076,357,False,True,2,1.0,drim rasna,proizvodno prometno usluzno drim rasna,,06790763,"PROIZVODNO, PROMETNO I USLUŽNO PREDUZEĆE DRIM DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU RASNA",2550,Активан,ПОЖЕГА,1993-01-28,2025,235788000,27,True,201369000.0,177502000.0,0.0,9330000.0,0.0,"DRIM DOO POZEGA, RASNA",1,"Voće, povrće i hladnjače",conflicting_or_weak_evidence,"Izvorna klasifikacija je nesigurna, a APR šifra nije direktno relevantna.",True,18,8,8,0,10,44,4,hold_until_process_proven
INFOSYS,Infosys referentna lista — agro i prehrambene firme,741,4,Prijevor,DOO FILOS PRIJEVOR,"Voće, povrće i hladnjače",Potrebna provera,Visok,"Naziv ili lokacija ukazuju na moguću agro/prehrambenu delatnost, ali lista ne navodi šifru delatnosti.",user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.2857,0.013,False,False,0,0.0,filos,rettifilo,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,20631791,RETTIFILO DOO BEOGRAD (NOVI BEOGRAD),4631,Активан,2025.0,10076000.0,1.0,НОВИ БЕОГРАД,,,,,,,,,APR all registered activity codes,matched,wide_exact_core_name_location,1.0,0.3827,3,True,True,1,0.7,filos,filos,,17263943,"DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIZVODNJU I TRGOVINU FILOS, PRIJEVOR",2849,Активан,ЧАЧАК,2000-02-15,2025,198087000,18,True,325689000.0,136378000.0,0.0,4291000.0,0.0,DOO FILOS PRIJEVOR,1,"Voće, povrće i hladnjače",conflicting_or_weak_evidence,"Izvorna klasifikacija je nesigurna, a APR šifra nije direktno relevantna.",True,18,8,8,0,10,44,4,hold_until_process_proven
INFOSYS,Infosys referentna lista — agro i prehrambene firme,10,1,Arilje,PARAMUN DOO,"Voće, povrće i hladnjače",Potrebna provera,Visok,"Naziv ili lokacija ukazuju na moguću agro/prehrambenu delatnost, ali lista ne navodi šifru delatnosti.",user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.284,0.0125,False,False,0,0.7,paramun,agro nik,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,20160268,"PREDUZEĆE ZA PROIZVODNJU, PROMET I USLUGE AGRO-NIK DOO, ARILJE",1039,Активан,2025.0,103003000.0,3.0,АРИЉЕ,,,,,,,,,APR all registered activity codes,matched,wide_core_subset_location,0.71,0.1107,292,False,True,1,1.0,paramun,export import paramun,,07374062,"PREDUZEĆE ZA PROIZVODNJU, PROMET I USLUGE EXPORT-IMPORT PARAMUN DOO ARILJE",4730,Активан,АРИЉЕ,1990-03-05,2025,153161000,5,True,69619000.0,41192000.0,0.0,1369000.0,0.0,PARAMUN DOO,1,"Voće, povrće i hladnjače",conflicting_or_weak_evidence,"Izvorna klasifikacija je nesigurna, a APR šifra nije direktno relevantna.",True,18,8,8,0,10,44,4,hold_until_process_proven
INFOSYS,Infosys referentna lista — agro i prehrambene firme,691,3,Požega,LADJEVAC DONJA DOBRINJA,"Voće, povrće i hladnjače",Potrebna provera,Visok,"Naziv ili lokacija ukazuju na moguću agro/prehrambenu delatnost, ali lista ne navodi šifru delatnosti.",user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.3637,0.031,False,False,1,0.0,ladjevac donja dobrinja,pin jovanovic donja satornja,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,21256978,PIN Jovanović d.o.o. Donja Šatornja,1039,Активан,2025.0,35433000.0,3.0,ТОПОЛА,,,,,,,,,APR all registered activity codes,matched,wide_core_subset_location,0.7181,0.2739,511,False,True,1,1.0,ladjevac donja dobrinja,ladjevac,,06646409,"PREDUZEĆE ZA PROIZVODNJU PROMET I USLUGE LADJEVAC PROMET DOO, POŽEGA",4941,Активан,ПОЖЕГА,2000-06-27,2025,109593000,13,True,82226000.0,73007000.0,0.0,2377000.0,0.0,LADJEVAC DONJA DOBRINJA,1,"Voće, povrće i hladnjače",conflicting_or_weak_evidence,"Izvorna klasifikacija je nesigurna, a APR šifra nije direktno relevantna.",True,18,8,8,0,10,44,4,hold_until_process_proven
INFOSYS,Infosys referentna lista — agro i prehrambene firme,650,3,Novi Sad,Agrostadt d.o.o. Rumenka,Poljoprivreda i kooperative,Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.3507,0.0167,False,False,0,0.7,agrostadt rumenka,grande routhe,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,08730458,GRANDE ROUTHE DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIZVODNJU PROMET I USLUGE NOVI SAD,4631,Активан,,,,,,,,,,,,,APR all registered activity codes,matched,wide_exact_core_name_location,1.0,0.405,11824,True,True,2,1.0,agrostadt rumenka,agrostadt rumenka,,20984147,Agrostadt d.o.o. Rumenka,4661,Активан,НОВИ САД,2014-01-10,2025,879388000,15,True,338836000.0,190059000.0,0.0,22489000.0,0.0,Agrostadt d.o.o. Rumenka,1,Poljoprivreda i kooperative,conflicting_or_weak_evidence,APR delatnost ne potvrđuje kooperaciju ili otkup.,True,18,8,0,0,10,36,4,hold_until_process_proven
INFOSYS,Infosys referentna lista — agro i prehrambene firme,745,4,Rogačica,DODIC d.o.o. ROGACICA,"Voće, povrće i hladnjače",Potrebna provera,Visok,"Naziv ili lokacija ukazuju na moguću agro/prehrambenu delatnost, ali lista ne navodi šifru delatnosti.",user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.2353,0.0045,False,False,0,0.0,dodic,labudovic ns,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,20050063,DRUŠTVO ZA TRGOVINU I USLUGE LABUDOVIĆ NS DOO NOVI SAD,1039,Активан,2025.0,968046000.0,85.0,НОВИ САД,,,,,,,,,APR all registered activity codes,matched,wide_exact_core_name_location,1.0,0.5237,4,True,True,1,0.7,dodic,dodic,,17188054,DODIĆ d.o.o. ROGAČICA,4621,Активан,БАЈИНА БАШТА,1998-01-19,2025,6397000,1,True,8195000.0,7346000.0,0.0,115000.0,0.0,DODIC d.o.o. ROGACICA,1,"Voće, povrće i hladnjače",conflicting_or_weak_evidence,"Izvorna klasifikacija je nesigurna, a APR šifra nije direktno relevantna.",True,3,4,8,0,10,25,4,hold_until_process_proven
INFOSYS,Infosys referentna lista — agro i prehrambene firme,670,3,Požega,"""LATONA"" DOO","Voće, povrće i hladnjače",Potrebna provera,Visok,"Naziv ili lokacija ukazuju na moguću agro/prehrambenu delatnost, ali lista ne navodi šifru delatnosti.",user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.2857,0.0,False,False,0,0.0,latona,atanasov,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,20356529,"ATANASOV DOO, BEOGRAD (NOVI BEOGRAD)",4631,Активан,2025.0,377529000.0,9.0,НОВИ БЕОГРАД,,,,,,,,,APR all registered activity codes,matched,wide_exact_core_name_location,1.0,0.6133,345,True,True,1,1.0,latona,latona,,20262770,LATONA DOO POŽEGA,7911,Активан,ПОЖЕГА,2007-03-05,2025,4112000,2,True,4016000.0,3092000.0,0.0,114000.0,0.0,"""LATONA"" DOO",1,"Voće, povrće i hladnjače",conflicting_or_weak_evidence,"Izvorna klasifikacija je nesigurna, a APR šifra nije direktno relevantna.",True,3,4,8,0,10,25,4,hold_until_process_proven
INFOSYS,Infosys referentna lista — agro i prehrambene firme,43,1,Beograd,ALLIANCE ONE TOBACCO DOO,Duvan,Jasno iz naziva,Visok,Eksplicitna agro/prehrambena odrednica u nazivu ili prepoznatljiv sektor.,user_provided_reference_list_classified_by_name,,,,,,,A,APR activity codes 1039/4631 only,unmatched,no_safe_match_in_narrow_apr_scope,0.3272,0.0064,False,False,0,0.7,alliance one tobacco,orgaland vozdovac,No safe identity match in the current APR dataset limited to activity codes 1039/4631.,21318086,ORGALAND DOO BEOGRAD-VOŽDOVAC,4631,Активан,2025.0,6117000.0,1.0,ВОЖДОВАЦ,,,,,,,,,APR all registered activity codes,matched,wide_core_subset_location,0.7725,0.2486,56,False,True,2,0.7,alliance one tobacco,obradu duvanom alliance one tobacco likvidaciji,,17535684,"PREDUZEĆE ZA PROIZVODNJU, OBRADU I TRGOVINU DUVANOM ALLIANCE ONE TOBACCO DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU, BEOGRAD (VRAČAR) - U LIKVIDACIJI",4621,У ликвидацији,ВРАЧАР,2004-01-14,2025,229000,1,True,43026000.0,12560000.0,3894000.0,0.0,3894000.0,ALLIANCE ONE TOBACCO DOO,1,Duvan,exclude_non_active,APR status nije aktivan.,False,3,4,0,-100,10,-83,5,exclude
